Class,0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31,32,33,34,35,36,37,38,39,40,41,42,43,44,45,46,47,48,49,50,51,52,53,54,55,56,57,58,59,60,61,62,63,64,65,66,67,68,69,70,71,72,73,74,75,76,77,78,79,80,81,82,83,84,85,86,87,88,89,90,session_id,event_time,event_type,product_id,91,92,93,94,95,96,97,98,99,100,101,102,103,104,105,106,107,108,109,110,111,112,113,114,115,116,117,118,119
meat and seafood combo shopper,"[199499179038, datetime.datetime(2023, 11, 9, 11, 7, 5, 806000), 'load', '北海道嚴選鮮甜干貝']","[199499179038, datetime.datetime(2023, 11, 9, 11, 8, 13, 692000), 'load', '食之香-蔥抓餅20入自由選']","[199499179038, datetime.datetime(2023, 11, 9, 11, 9, 54, 609000), 'load', '食之香-蔥抓餅單入自由選']","[199499179038, datetime.datetime(2023, 11, 9, 11, 10, 27, 874000), 'load', '食之香-酥脆派單入自由選']","[199499179038, datetime.datetime(2023, 11, 9, 11, 13, 44, 452000), 'load', '食之香-蔥抓餅單入自由選']","[199499179038, datetime.datetime(2023, 11, 9, 11, 16, 59, 146000), 'load', '吉恩素食-湯品20入任選']","[199499179038, datetime.datetime(2023, 11, 9, 11, 19, 49, 15000), 'load', '養鵝人家-雙味鵝肉單入任選']","[199499179038, datetime.datetime(2023, 11, 9, 11, 21, 7, 317000), 'load', '松園-冷凍熟麵單入任選']","[199499179038, datetime.datetime(2023, 11, 9, 11, 23, 6, 895000), 'load', '日式梅花燒肉片']","[199499179038, datetime.datetime(2023, 11, 9, 11, 24, 3, 368000), 'load', '日式梅花燒肉片']","[199499179038, datetime.datetime(2023, 11, 9, 11, 24, 46, 923000), 'load', '饕饕不絕-義大利麵單入任選']","[199499179038, datetime.datetime(2023, 11, 9, 11, 25, 41, 724000), 'load', '饕饕不絕-義大利麵單入任選']","[199499179038, datetime.datetime(2023, 11, 9, 11, 28, 46, 493000), 'load', '大滷桶-經典小品單入任選']","[199499179038, datetime.datetime(2023, 11, 9, 11, 29, 2, 825000), 'load', '大滷桶-美味小點單入任選']","[199499179038, datetime.datetime(2023, 11, 9, 11, 29, 15, 467000), 'load', '招牌滷味必點單入任選']","[199499179038, datetime.datetime(2023, 11, 9, 11, 30, 20, 806000), 'load', '招牌滷味必點單入任選']","[199499179038, datetime.datetime(2023, 11, 9, 11, 30, 42, 9000), 'load', '大滷桶-美味小點單入任選']","[199499179038, datetime.datetime(2023, 11, 9, 11, 31, 20, 295000), 'load', '大滷桶-美味小點單入任選']","[199499179038, datetime.datetime(2023, 11, 9, 11, 33, 17, 228000), 'load', '私房麻油粉肝']","[199499179038, datetime.datetime(2023, 11, 9, 11, 34, 44, 930000), 'load', '台南老饕虱目魚皮']","[199499179038, datetime.datetime(2023, 11, 9, 11, 35, 27, 353000), 'load', '台南農產 綠寶毛豆莢(鹽味)']","[199499179038, datetime.datetime(2023, 11, 9, 11, 36, 25, 485000), 'load', '打寶蛤-外銷極品霸王黑蜆']","[199499179038, datetime.datetime(2023, 11, 9, 11, 37, 32, 492000), 'load', '私房下酒小菜4入自由選']","[199499179038, datetime.datetime(2023, 11, 9, 11, 38, 0, 514000), 'load', '【限量特賣】紅燒滷牛腱']","[199499179038, datetime.datetime(2023, 11, 9, 11, 38, 25, 18000), 'load', '豪氣食堂手工水餃6入選']","[199499179038, datetime.datetime(2023, 11, 9, 11, 41, 20, 777000), 'load', '美國安格斯帶骨牛小排']","[199499179038, datetime.datetime(2023, 11, 9, 11, 43, 21, 390000), 'load', '美國頂級無骨牛小排']","[199499179038, datetime.datetime(2023, 11, 9, 11, 44, 56, 648000), 'load', '西班牙手切伊比利松阪豬']","[199499179038, datetime.datetime(2023, 11, 9, 11, 45, 54, 402000), 'load', '美國藍帶特選嫩肩牛排']","[199499179038, datetime.datetime(2023, 11, 9, 11, 46, 43, 138000), 'load', '巨無霸牛排']","[199499179038, datetime.datetime(2023, 11, 9, 11, 50, 13, 9000), 'load', '紅燒獅子頭']","[199499179038, datetime.datetime(2023, 11, 9, 11, 51, 11, 566000), 'load', '香烤起司馬鈴薯4入任選']","[199499179038, datetime.datetime(2023, 11, 9, 11, 52, 45, 479000), 'load', '貝兒推薦!旗魚塊雞肉捲']","[199499179038, datetime.datetime(2023, 11, 9, 11, 54, 26, 221000), 'load', '黃金香酥旗魚塊']","[199499179038, datetime.datetime(2023, 11, 9, 11, 57, 33, 88000), 'purchase', '日式梅花燒肉片']","[199499179038, datetime.datetime(2023, 11, 9, 11, 57, 33, 88000), 'purchase', '私房麻油粉肝']","[199499179038, datetime.datetime(2023, 11, 9, 11, 57, 33, 88000), 'purchase', '台南老饕虱目魚皮']","[199499179038, datetime.datetime(2023, 11, 9, 11, 57, 33, 88000), 'purchase', '台南農產 綠寶毛豆莢(鹽味)']","[199499179038, datetime.datetime(2023, 11, 9, 11, 57, 33, 88000), 'purchase', '西班牙手切伊比利松阪豬']","[199499179038, datetime.datetime(2023, 11, 9, 11, 57, 33, 88000), 'purchase', '巨無霸牛排']","[199499179038, datetime.datetime(2023, 11, 9, 11, 57, 33, 88000), 'purchase', '黃金香酥旗魚塊']","[199499179038, datetime.datetime(2023, 11, 9, 11, 57, 33, 88000), 'purchase', '食之香-酥脆派單入自由選']","[199499179038, datetime.datetime(2023, 11, 9, 11, 57, 33, 88000), 'purchase', '食之香-蔥抓餅單入自由選']","[199499179038, datetime.datetime(2023, 11, 9, 11, 57, 33, 88000), 'purchase', '饕饕不絕-義大利麵單入任選']","[199499179038, datetime.datetime(2023, 11, 9, 12, 12, 56, 790000), 'purchase', '西班牙手切伊比利松阪豬']","[199499179038, datetime.datetime(2023, 11, 9, 12, 12, 56, 790000), 'purchase', '巨無霸牛排']","[199499179038, datetime.datetime(2023, 11, 9, 12, 12, 56, 790000), 'purchase', '日式梅花燒肉片']","[199499179038, datetime.datetime(2023, 11, 9, 12, 12, 56, 790000), 'purchase', '黃金香酥旗魚塊']","[199499179038, datetime.datetime(2023, 11, 9, 12, 12, 56, 790000), 'purchase', '私房麻油粉肝']","[199499179038, datetime.datetime(2023, 11, 9, 12, 12, 56, 790000), 'purchase', '食之香-蔥抓餅單入自由選']","[199499179038, datetime.datetime(2023, 11, 9, 12, 12, 56, 790000), 'purchase', '豪氣食堂手工水餃單入選']",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
healthy and low-calorie food seeker,"[204791505712, datetime.datetime(2024, 1, 9, 17, 12, 44, 272000), 'load', '低醣飲食雞胸蔬菜任選20入']","[204791505712, datetime.datetime(2024, 1, 9, 17, 28, 26, 279000), 'purchase', '超大無毒白蝦仁 150g']","[204791505712, datetime.datetime(2024, 1, 9, 17, 28, 26, 279000), 'purchase', '萬巒煙燻豬耳絲']","[204791505712, datetime.datetime(2024, 1, 9, 17, 28, 26, 279000), 'purchase', '低醣飲食雞胸蔬菜任選20入']",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
high-end and premium food lover,"[211439567387, datetime.datetime(2024, 3, 26, 15, 52, 48, 475000), 'load', ' 總統級超厚霜降牛排21oz']","[211439567387, datetime.datetime(2024, 3, 26, 15, 54, 40, 195000), 'load', ' 總統級超厚霜降牛排21oz']","[211439567387, datetime.datetime(2024, 3, 26, 15, 56, 37, 507000), 'purchase', ' 總統級超厚霜降牛排21oz']",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
snack and convenience food shopper,"[205750529448, datetime.datetime(2024, 1, 20, 19, 35, 31, 380000), 'load', '豪氣食堂台式芋頭炊粉湯']","[205750529448, datetime.datetime(2024, 1, 20, 19, 36, 38, 663000), 'load', '台式芋香炊粉湯']","[205750529448, datetime.datetime(2024, 1, 20, 19, 38, 41, 771000), 'load', '台式芋香炊粉湯']","[205750529448, datetime.datetime(2024, 1, 20, 19, 42, 22, 257000), 'purchase', '台式芋香炊粉湯']","[205750529448, datetime.datetime(2024, 1, 20, 19, 42, 12, 893000), 'purchase', '台式芋香炊粉湯']",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
high-end and premium food lover,"[205386048869, datetime.datetime(2024, 1, 16, 14, 20, 52, 402000), 'load', '百匯鮮食粥單入自由選']","[205386048869, datetime.datetime(2024, 1, 16, 14, 28, 44, 179000), 'load', '百匯鮮食粥單入自由選']","[205386048869, datetime.datetime(2024, 1, 16, 14, 29, 5, 884000), 'load', '百匯鮮食粥單入自由選']","[205386048869, datetime.datetime(2024, 1, 16, 14, 35, 20, 60000), 'purchase', '百匯鮮食粥單入自由選']",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
meat and seafood combo shopper,"[200197793320, datetime.datetime(2023, 11, 17, 13, 9, 55, 904000), 'load', 'PRIME美國特級板腱牛排']","[200197793320, datetime.datetime(2023, 11, 17, 13, 10, 11, 216000), 'load', 'PRIME美國特級板腱牛排']","[200197793320, datetime.datetime(2023, 11, 17, 13, 10, 52, 68000), 'load', 'PRIME美國特級板腱牛排']","[200197793320, datetime.datetime(2023, 11, 17, 13, 16, 32, 100000), 'load', '福利超值雞腿丁']","[200197793320, datetime.datetime(2023, 11, 17, 13, 18, 42, 188000), 'purchase', '嫩煎古早味鐵路排骨']","[200197793320, datetime.datetime(2023, 11, 17, 13, 18, 42, 188000), 'purchase', 'PRIME美國特級板腱牛排']","[200197793320, datetime.datetime(2023, 11, 17, 13, 18, 42, 188000), 'purchase', '日式梅花燒肉片']","[200197793320, datetime.datetime(2023, 11, 17, 13, 18, 42, 188000), 'purchase', '超值老饕霜降骰子牛肉']","[200197793320, datetime.datetime(2023, 11, 17, 13, 18, 42, 188000), 'purchase', '鮮嫩無骨雞腿排/單支裝']","[200197793320, datetime.datetime(2023, 11, 17, 13, 18, 42, 188000), 'purchase', '福利超值雞腿丁']",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
premium seafood enthusiast,"[211268808130, datetime.datetime(2024, 3, 24, 16, 26, 48, 812000), 'load', '鮮採冷凍泰國金枕頭榴槤 ']","[211268808130, datetime.datetime(2024, 3, 24, 16, 28, 18, 810000), 'purchase', '鮮採冷凍泰國金枕頭榴槤 ']",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
vegetable and fruit lover,"[205380210677, datetime.datetime(2024, 1, 16, 12, 43, 32, 61000), 'load', '甜蜜蜜砂糖橘']","[205380210677, datetime.datetime(2024, 1, 16, 12, 44, 15, 126000), 'load', '甜蜜蜜砂糖橘']","[205380210677, datetime.datetime(2024, 1, 16, 12, 47, 33, 411000), 'purchase', '甜蜜蜜砂糖橘']","[205380210677, datetime.datetime(2024, 1, 16, 12, 49, 23, 897000), 'purchase', '甜蜜蜜砂糖橘']","[205380210677, datetime.datetime(2024, 1, 16, 12, 54, 53, 620000), 'purchase', '甜蜜蜜砂糖橘']",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
vegetable and fruit lover,"[200989001854, datetime.datetime(2023, 11, 26, 16, 56, 43, 256000), 'load', '頂級鮮採冷凍貓山王榴槤']","[200989001854, datetime.datetime(2023, 11, 26, 16, 58, 20, 776000), 'load', '甜蜜蜜砂糖橘']","[200989001854, datetime.datetime(2023, 11, 26, 17, 3, 55, 147000), 'purchase', '甜蜜蜜砂糖橘']",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
meat and seafood combo shopper,"[207030643658, datetime.datetime(2024, 2, 4, 15, 10, 44, 822000), 'load', '美澳紐超值福利牛肉']","[207030643658, datetime.datetime(2024, 2, 4, 15, 21, 2, 543000), 'load', '美澳紐超值福利牛肉']","[207030643658, datetime.datetime(2024, 2, 4, 15, 22, 44, 980000), 'purchase', '美澳紐超值福利牛肉']","[207030643658, datetime.datetime(2024, 2, 4, 15, 22, 44, 980000), 'purchase', '日式梅花燒肉片']","[207030643658, datetime.datetime(2024, 2, 4, 15, 22, 44, 980000), 'purchase', '超值老饕霜降骰子牛肉']","[207030643658, datetime.datetime(2024, 2, 4, 15, 22, 44, 980000), 'purchase', '紐西蘭菲力骰子牛']","[207030643658, datetime.datetime(2024, 2, 4, 15, 22, 44, 980000), 'purchase', '厚切大比目魚(扁鱈)']",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
seasonal and festive food buyer,"[205319809337, datetime.datetime(2024, 1, 15, 19, 56, 52, 16000), 'load', '喜迎春富賀歲宴']","[205319809337, datetime.datetime(2024, 1, 15, 20, 1, 41, 440000), 'load', '鴻運納財迎春宴']","[205319809337, datetime.datetime(2024, 1, 15, 20, 4, 6, 648000), 'load', '喜迎春富賀歲宴']","[205319809337, datetime.datetime(2024, 1, 15, 20, 7, 51, 111000), 'purchase', '鴻運納財迎春宴']",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
vegetable and fruit lover,"[205990679127, datetime.datetime(2024, 1, 23, 14, 18, 1, 413000), 'load', '甜蜜蜜砂糖橘']","[205990679127, datetime.datetime(2024, 1, 23, 14, 32, 20, 533000), 'load', '甜蜜蜜砂糖橘']","[205990679127, datetime.datetime(2024, 1, 23, 14, 36, 49, 234000), 'purchase', '甜蜜蜜砂糖橘']",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
premium seafood enthusiast,"[204769249931, datetime.datetime(2024, 1, 9, 11, 4, 5, 157000), 'load', '一休精選 濃湯6入自由選']","[204769249931, datetime.datetime(2024, 1, 9, 11, 6, 50, 126000), 'load', '元氣南瓜濃湯']","[204769249931, datetime.datetime(2024, 1, 9, 11, 7, 24, 879000), 'load', '黃金酥炸魷米花']","[204769249931, datetime.datetime(2024, 1, 9, 11, 20, 31, 185000), 'load', '酒釀蒜香鹹豬肉']","[204769249931, datetime.datetime(2024, 1, 9, 11, 26, 5, 432000), 'load', '爆汁雞肉捲']","[204769249931, datetime.datetime(2024, 1, 9, 11, 37, 41, 276000), 'purchase', '黃金酥炸魷米花']","[204769249931, datetime.datetime(2024, 1, 9, 11, 37, 41, 276000), 'purchase', '酒釀蒜香鹹豬肉']","[204769249931, datetime.datetime(2024, 1, 9, 11, 37, 41, 276000), 'purchase', '爆汁雞肉捲']","[204769249931, datetime.datetime(2024, 1, 9, 11, 37, 41, 276000), 'purchase', '超大無毒白蝦仁 150g']","[204769249931, datetime.datetime(2024, 1, 9, 11, 37, 41, 276000), 'purchase', '一休精選 濃湯6入自由選']",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
premium seafood enthusiast,"[206702698644, datetime.datetime(2024, 1, 31, 20, 4, 59, 153000), 'load', '醬漬一口鮑單入自由選']","[206702698644, datetime.datetime(2024, 1, 31, 20, 20, 54, 777000), 'purchase', '醬漬一口鮑單入自由選']","[206702698644, datetime.datetime(2024, 1, 31, 20, 38, 45, 603000), 'purchase', '醬漬一口鮑單入自由選']",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Japanese specialty enthusiast,"[209121421137, datetime.datetime(2024, 2, 28, 19, 57, 17, 374000), 'load', '日式梅花燒肉片']","[209121421137, datetime.datetime(2024, 2, 28, 20, 1, 25, 159000), 'load', '美國頂級雪花翼板牛排']","[209121421137, datetime.datetime(2024, 2, 28, 20, 7, 17, 87000), 'load', '美國頂級雪花翼板牛排']","[209121421137, datetime.datetime(2024, 2, 28, 20, 7, 39, 958000), 'load', '主廚私房鮮菇燒嫩雞']","[209121421137, datetime.datetime(2024, 2, 28, 20, 8, 8, 510000), 'load', '主廚私房鮮菇燒嫩雞']","[209121421137, datetime.datetime(2024, 2, 28, 20, 8, 35, 413000), 'load', '鮮嫩舒肥鮭魚8入自由選']","[209121421137, datetime.datetime(2024, 2, 28, 20, 9, 26, 99000), 'load', '鮮凍特選魷魚圈']","[209121421137, datetime.datetime(2024, 2, 28, 20, 9, 52, 694000), 'load', '手工黃金厚片青蔥餅']","[209121421137, datetime.datetime(2024, 2, 28, 20, 10, 42, 320000), 'load', '智利薄鹽鮭魚片']","[209121421137, datetime.datetime(2024, 2, 28, 20, 17, 1, 458000), 'purchase', '日式梅花燒肉片']","[209121421137, datetime.datetime(2024, 2, 28, 20, 17, 1, 458000), 'purchase', '鮮凍特選魷魚圈']","[209121421137, datetime.datetime(2024, 2, 28, 20, 17, 1, 458000), 'purchase', '智利薄鹽鮭魚片']","[209121421137, datetime.datetime(2024, 2, 28, 20, 17, 1, 458000), 'purchase', '台灣無毒鳳尾甜蝦']","[209121421137, datetime.datetime(2024, 2, 28, 20, 17, 1, 458000), 'purchase', '金目鱸魚清肉排']","[209121421137, datetime.datetime(2024, 2, 28, 20, 17, 1, 458000), 'purchase', '老饕挪威薄鹽鯖魚']","[209121421137, datetime.datetime(2024, 2, 28, 20, 17, 1, 458000), 'purchase', '鮮凍智利鮭魚清肉排']",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
high-end beef lover,"[211738396954, datetime.datetime(2024, 3, 30, 2, 53, 56, 692000), 'load', ' 總統級超厚霜降牛排21oz']","[211738396954, datetime.datetime(2024, 3, 30, 2, 55, 26, 17000), 'load', ' 總統級超厚霜降牛排21oz']","[211738396954, datetime.datetime(2024, 3, 30, 2, 55, 48, 377000), 'load', ' 總統級超厚霜降牛排21oz']","[211738396954, datetime.datetime(2024, 3, 30, 3, 2, 33, 856000), 'purchase', ' 總統級超厚霜降牛排21oz']",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
vegetable and fruit lover,"[203639813073, datetime.datetime(2023, 12, 27, 9, 16, 54, 161000), 'load', '特選鮮採大湖草莓']","[203639813073, datetime.datetime(2023, 12, 27, 9, 18, 58, 224000), 'load', '特選鮮採大湖草莓']","[203639813073, datetime.datetime(2023, 12, 27, 9, 23, 56, 778000), 'purchase', '特選鮮採大湖草莓']",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
seasonal and festive food buyer,"[206312396198, datetime.datetime(2024, 1, 27, 7, 39, 57, 758000), 'load', '喜迎春富賀歲宴']","[206312396198, datetime.datetime(2024, 1, 27, 7, 40, 33, 150000), 'load', '喜迎春富賀歲宴']","[206312396198, datetime.datetime(2024, 1, 27, 7, 41, 24, 391000), 'load', '龍躍承祥團圓宴']","[206312396198, datetime.datetime(2024, 1, 27, 7, 41, 57, 258000), 'load', '喜迎春富賀歲宴']","[206312396198, datetime.datetime(2024, 1, 27, 7, 46, 53, 999000), 'purchase', '喜迎春富賀歲宴']",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
premium seafood enthusiast,"[206795326974, datetime.datetime(2024, 2, 1, 21, 48, 48, 502000), 'load', '醬漬一口鮑單入自由選']","[206795326974, datetime.datetime(2024, 2, 1, 21, 52, 33, 460000), 'load', '手工黃金厚片青蔥餅']","[206795326974, datetime.datetime(2024, 2, 1, 21, 52, 54, 858000), 'load', '手工黃金厚片青蔥餅']","[206795326974, datetime.datetime(2024, 2, 1, 21, 55, 34, 552000), 'load', '醬漬一口鮑單入自由選']","[206795326974, datetime.datetime(2024, 2, 1, 22, 26, 8, 50000), 'load', '醬漬一口鮑單入自由選']","[206795326974, datetime.datetime(2024, 2, 1, 22, 28, 10, 672000), 'purchase', '手工黃金厚片青蔥餅']","[206795326974, datetime.datetime(2024, 2, 1, 22, 28, 10, 672000), 'purchase', '優鮮原味雞塊']","[206795326974, datetime.datetime(2024, 2, 1, 22, 28, 10, 672000), 'purchase', '醬漬一口鮑單入自由選']",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
snack and convenience food shopper,"[206353771851, datetime.datetime(2024, 1, 27, 19, 11, 9, 938000), 'load', '卡拉綜合禮盒']","[206353771851, datetime.datetime(2024, 1, 27, 19, 12, 23, 530000), 'load', '卡拉綜合禮盒']","[206353771851, datetime.datetime(2024, 1, 27, 19, 13, 6, 442000), 'load', '卡拉綜合禮盒']","[206353771851, datetime.datetime(2024, 1, 27, 19, 13, 18, 559000), 'load', '卡拉綜合禮盒']","[206353771851, datetime.datetime(2024, 1, 27, 19, 20, 30, 245000), 'load', '超人氣卡拉小卷(原味)']","[206353771851, datetime.datetime(2024, 1, 27, 19, 27, 18, 815000), 'purchase', '卡拉綜合禮盒']",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
high-end beef lover,"[210756314449, datetime.datetime(2024, 3, 18, 18, 6, 11, 517000), 'load', '聖凱招牌牛肉麵6入自由選']","[210756314449, datetime.datetime(2024, 3, 18, 18, 7, 58, 500000), 'load', '聖凱招牌牛肉麵3入自由選']","[210756314449, datetime.datetime(2024, 3, 18, 18, 9, 39, 94000), 'purchase', '聖凱招牌牛肉麵3入自由選']","[210756314449, datetime.datetime(2024, 3, 18, 18, 11, 58, 601000), 'purchase', '聖凱招牌牛肉麵3入自由選']",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
comfort food lover,"[205847347390, datetime.datetime(2024, 1, 21, 22, 29, 9, 711000), 'load', '喜迎春富賀歲宴']","[205847347390, datetime.datetime(2024, 1, 21, 22, 32, 26, 203000), 'purchase', '喜迎春富賀歲宴']","[205847347390, datetime.datetime(2024, 1, 21, 22, 32, 26, 203000), 'purchase', '【蘭揚】果漾冰糖燉銀耳']","[205847347390, datetime.datetime(2024, 1, 21, 22, 32, 26, 203000), 'purchase', '西班牙頂級霜降松阪豬']","[205847347390, datetime.datetime(2024, 1, 21, 22, 32, 26, 203000), 'purchase', '鮮嫩唐揚無骨雞腿塊']","[205847347390, datetime.datetime(2024, 1, 21, 22, 32, 26, 203000), 'purchase', '日式梅花燒肉片']","[205847347390, datetime.datetime(2024, 1, 21, 22, 32, 26, 203000), 'purchase', 'PRIME美國特級板腱牛排']","[205847347390, datetime.datetime(2024, 1, 21, 22, 32, 26, 203000), 'purchase', '家庭號美式黃金脆薯']",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
vegetable and fruit lover,"[201492766352, datetime.datetime(2023, 12, 2, 12, 52, 47, 681000), 'load', '橙蜜香小蕃茄']","[201492766352, datetime.datetime(2023, 12, 2, 13, 13, 48, 306000), 'load', '橙蜜香小蕃茄']","[201492766352, datetime.datetime(2023, 12, 2, 13, 13, 59, 433000), 'load', '橙蜜香小蕃茄']","[201492766352, datetime.datetime(2023, 12, 2, 13, 19, 37, 874000), 'load', '橙蜜香小蕃茄']","[201492766352, datetime.datetime(2023, 12, 2, 13, 43, 0, 226000), 'purchase', '橙蜜香小蕃茄']",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
meat and seafood combo shopper,"[203043740836, datetime.datetime(2023, 12, 20, 11, 42, 23, 378000), 'load', '特選鮮採大湖草莓']","[203043740836, datetime.datetime(2023, 12, 20, 11, 42, 40, 829000), 'load', '特選鮮採大湖草莓']","[203043740836, datetime.datetime(2023, 12, 20, 11, 49, 21, 787000), 'purchase', '爆汁雞肉捲']","[203043740836, datetime.datetime(2023, 12, 20, 11, 49, 21, 787000), 'purchase', '香酥雞腿排']","[203043740836, datetime.datetime(2023, 12, 20, 11, 49, 21, 787000), 'purchase', '黃金原味薯球']","[203043740836, datetime.datetime(2023, 12, 20, 11, 49, 21, 787000), 'purchase', '舒肥雞胸輕巧隨手包單入']",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
